tema,zn_vix,types,rasr,title,info,dlit,price,silka,platform
Аналитика,Junior,Курс,есть,Аналитик с нуля до Junior,"Станьте профессиональным инженером-аналитиком и получите одну из самых востребованных профессий. На программе Вы научитесь собирать и обрабатывать данные, визуализировать и интерпретировать их. Получите знания по основам создания и развития процессов, функциональных и бизнес-моделей деятельности. Научитесь формировать метрики и показатели и работать с ними. Сможете превращать информацию в понятные отчеты и графики, делать выводы на ее основе, помогая специалистам и системам принимать решения на основе данных.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/analyst,GeekBrains
Аналитика,Middle,Курс,есть,Аналитик с нуля до Middle,"Станьте инженером-аналитиком и получите одну из самых востребованных профессий в IT. Вы научитесь собирать и обрабатывать данные, визуализировать и интерпретировать данные. Сможете превращать информацию в понятные отчеты и графики, делать выводы на ее основе, помогая принимать решения на основе данных. В пакете Мастер вы получаете возможность углубленно изучить технологическую специализацию с экспертной поддержкой.",Длительность: 24 месяца по 12 часов в неделю,от 3948 ₽,https://gb.ru/geek_university/developer/analyst/master,GeekBrains
Аналитика,Middle+,Курс,есть,Аналитик с нуля до Pro,"Станьте профессиональным инженером-аналитиком и получите одну из самых востребованных профессий в IT. На программе Вы научитесь собирать и обрабатывать данные, визуализировать и интерпретировать их. Сможете превращать информацию в понятные отчеты и графики, делать выводы на ее основе, помогать специалистам и системам принимать решения на основе данных. В пакете PRO вы получаете возможность углубленно изучить технологическую специализацию и отрасль с экспертной поддержкой.",Длительность: 36 месяцев по 12 часов в неделю,от 5800 ₽,https://gb.ru/geek_university/developer/analyst/pro,GeekBrains
Аналитика,Junior,Курс,есть,Бизнес-аналитик: быстрый старт в профессии,"Станьте профессиональным бизнес аналитиком и получите одну из самых востребованных профессий. На программе Вы научитесь собирать и обрабатывать данные, визуализировать и интерпретировать их. Получите знания по основам создания и развития процессов, финансовых, функциональных и бизнес-моделей  деятельности. Научитесь формировать метрики и показатели и работать с ними. Сможете превращать информацию в понятные отчеты и графики, делать выводы на ее основе, помогая специалистам и системам принимать решения на основе данных.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/analyst/business,GeekBrains
Аналитика,Junior,Курс,есть,Аналитик Big Data,"Станьте профессиональным аналитиком больших данных (Big Data) и получите одну из самых востребованных профессий в IT. На программе Вы научитесь собирать, обрабатывать и визуализировать данные. Получите знания по основам программирования, архитектуры, алгоритмов, структур данных. Сможете выявлять и систематизировать требования, составлять технические задания на создание и развитие систем.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/analyst/big-data,GeekBrains
Аналитика,Junior,Курс,есть,BI-аналитик,"Станьте профессиональным BI (Business Intelligence) аналитиком и получите одну из самых востребованных профессий. На программе Вы научитесь собирать и обрабатывать данные, визуализировать и интерпретировать их. Получите знания по основам построения финансовых, функциональных и бизнес-моделей  деятельности. Научитесь формировать метрики и показатели и работать с ними. Сможете превращать информацию в понятные отчеты и графики, делать выводы на ее основе, помогая специалистам создавать системы и принимать управленческие решения на основе данных.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/analyst/bi,GeekBrains
Аналитика,Junior,Курс,есть,Системный аналитик: с нуля до Junior,"Станьте профессиональным системным аналитиком и получите одну из самых востребованных профессий в IT. На программе Вы научитесь собирать, обрабатывать и визуализировать данные. Получите знания по основам программирования, алгоритмов, структур данных, архитектуры и создания систем и сервисов. Сможете выявлять и систематизировать требования, составлять технические задания на создание и развитие систем.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/analyst/systems,GeekBrains
Аналитика,Junior,Курс,есть,Продуктовый аналитик,"Станьте профессиональным продуктовым аналитиком и получите одну из самых востребованных профессий в IT. На программе Вы научитесь собирать и обрабатывать данные, визуализировать и интерпретировать их. Получите знания по основам создания продуктов, продвижения и маркетинга, бизнес-моделями и циклам продаж. Научитесь формировать метрики и показатели и работать с ними. Сможете выявлять и систематизировать требования, составлять технические задания на создание и развитие продуктов, систем и сервисов.",Длительность: 12 месяцев по 12 часов в неделю,от 2701 ₽,https://gb.ru/geek_university/developer/analyst/product,GeekBrains
Аналитика,Junior,Курс,есть,Финансовый аналитик,"Станьте профессиональным финансовым аналитиком и получите одну из самых востребованных профессий. На программе Вы научитесь собирать и обрабатывать данные, визуализировать и интерпретировать их. Получите знания по основам создания и развития процессов, финансовых, функциональных и бизнес-моделей  деятельности. Научитесь формировать метрики и показатели и работать с ними. Сможете превращать информацию в понятные отчеты и графики, делать выводы на ее основе, помогая специалистам  создавать системы и принимать решения на основе данных.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/analyst/finance,GeekBrains
Аналитика,Junior,Курс,есть,Игровой аналитик,"Станьте профессиональным игровым аналитиком и получите одну из самых востребованных профессий в IT. На программе Вы научитесь собирать и обрабатывать данные, визуализировать и интерпретировать их. Получите знания по основам создания игр анализу игровых механик, персонажей и пользователей. Научитесь формировать и работать с метриками и показателями. Сможете выявлять и систематизировать требования, составлять технические задания на развитие игр, систем и сервисов.",Длительность: 9 месяцев по 12 часов в неделю,от 2209 ₽,https://gb.ru/geek_university/developer/analyst/game,GeekBrains
