tema,zn_vix,types,rasr,title,info,dlit,price,silka,platform
Дизайн,Junior,Профессия,есть, Профессия Веб-дизайнер ," Научитесь создавать удобные сайты и приложения, работать с анимацией и презентовать проекты клиентам. Сможете начать карьеру в дизайне и брать первые заказы уже после 8 месяцев интенсивных занятий.Обновлён в 2023 году. ", 12 месяцев обучения , 2 871  ₽/мес  ,https://skillbox.ru/course/profession-webdesigner/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия Графический дизайнер ," Вы с нуля получите востребованную профессию на стыке творчества и IT. Научитесь работать в популярных графических редакторах — от Illustrator до Figma. Добавите в портфолио плакаты, логотипы, дизайн упаковки и другие сильные проекты.Сможете начать зарабатывать уже с 4-го месяца курса. ", 10 месяцев обучения , 3 900  ₽/мес  ,https://skillbox.ru/course/profession-graphdesigner/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия UX/UI-дизайнер ," Вы научитесь разрабатывать удобные сайты и приложения и адаптировать их под разные устройства. Поймёте, как создавать сильные продукты. Освоите востребованную специальность и сможете увеличить свой доход. ", 12 месяцев обучения , 3 900  ₽/мес  ,https://skillbox.ru/course/profession-ux/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия Коммерчес­кий иллюстратор ," Вы научитесь профессионально создавать коммерческие иллюстрации, персонажей и анимацию. Выберете специализацию и подготовите портфолио. Узнаете, как продвигать личный бренд и сделать иллюстрацию основным источником дохода. ", 9 месяцев обучения , 3 955  ₽/мес  ,https://skillbox.ru/course/profession-commercial-illustrator-2/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия Motion-дизайнер ," Motion-дизайнеры создают рекламные ролики, динамичные заставки, анимированные презентации и спецэффекты для кино. Хотите стать одним из них? На курсе вы:• Освоите Cinema 4D и After Effects — профессиональные программы для motion-дизайна.• Научитесь создавать 2D- и 3D-анимации студийного уровня.• Получите востребованную профессию, сможете создавать графику для рекламы и кино в студии или на удалёнке. ", 12 месяцев обучения , 2 581  ₽/мес  ,https://skillbox.ru/course/profession-motiondesigner-new/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия Дизайнер интерьеров ," Вы научитесь преображать дома и квартиры. Узнаете, как создавать чертежи, эффектные рендеры и 3D-визуализации. Получите востребованную профессию, сможете брать высокооплачиваемые заказы или открыть дизайн-студию. ", 12 месяцев обучения , 2 581  ₽/мес  ,https://skillbox.ru/course/profession-interiordesigner/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия Дизайнер жилых и коммерческих интерьеров ," Вы научитесь разрабатывать стильные дизайн-проекты жилых и коммерческих помещений. Будете создавать чертежи, рендеры, 3D-визуализации. Сможете получить востребованную профессию, брать высокооплачиваемые заказы или открыть собственную студию. ", 14 месяцев обучения , 2 581  ₽/мес  ,https://skillbox.ru/course/profession-designer-interior/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия 3D-визуализатор ," Вы с нуля научитесь создавать объёмные визуализации зданий, интерьеров и мебели. Освоите 3ds Max и Photoshop. Получите востребованную специальность и сможете работать с клиентами из любой точки мира. ", 8 месяцев обучения , 4 104  ₽/мес  ,https://skillbox.ru/course/profession-3d-visualizer/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия Ландшафтный дизайнер ," Вы научитесь преображать частные территории. Узнаете, как создавать чертежи и ландшафтные проекты в 3D. Соберёте портфолио, сможете начать карьеру в дизайн-студии или обустроить свой участок. ", 12 месяцев обучения , 2 871  ₽/мес  ,https://skillbox.ru/course/profession-landscape-design/,Skillbox
Дизайн,Junior,Профессия,есть, Профессия Дизайнер интерьеров и ландшафтной среды ," Вы научитесь оформлять интерьеры, проектировать сады и участки, профессионально работать в Archicad, SketchUp и Photoshop. Сможете сделать свой дом уютным и преобразить участок или стать более востребованным специалистом. ", 12 месяцев обучения , 4 806  ₽/мес  ,https://skillbox.ru/course/profession-designer-interior-landscape/,Skillbox
